Gene id	TF family	Protein have DBD
ENSG00000171940	zf-C2H2	ENSP00000360526;ENSP00000304308;
ENSG00000171872	zf-C2H2	ENSP00000361373;
ENSG00000127124	zf-C2H2	ENSP00000361664;ENSP00000247584;ENSP00000361665;ENSP00000410828;
ENSG00000117010	zf-C2H2	ENSP00000361784;
ENSG00000187815	zf-C2H2	ENSP00000361791;ENSP00000361790;
ENSG00000117000	zf-C2H2	ENSP00000361857;
ENSG00000188786	zf-C2H2	ENSP00000362127;
ENSG00000196152	zf-C2H2	ENSP00000362446;ENSP00000438418;
ENSG00000065029	zf-C2H2	ENSP00000363064;ENSP00000344097;ENSP00000392243;ENSP00000419106;
ENSG00000157657	zf-C2H2	ENSP00000363241;ENSP00000363239;ENSP00000288466;ENSP00000395400;
ENSG00000169740	zf-C2H2	ENSP00000363556;ENSP00000379143;
ENSG00000136826	zf-C2H2	ENSP00000363804;
ENSG00000198455	zf-C2H2	ENSP00000364023;
ENSG00000131061	zf-C2H2	ENSP00000364346;ENSP00000344308;ENSP00000432933;
ENSG00000081386	zf-C2H2	ENSP00000364379;ENSP00000223428;
ENSG00000165244	zf-C2H2	ENSP00000364405;
ENSG00000204335	zf-C2H2	ENSP00000364430;
ENSG00000121406	zf-C2H2	ENSP00000365407;ENSP00000240719;
ENSG00000043355	zf-C2H2	ENSP00000365514;
ENSG00000130684	zf-C2H2	ENSP00000365619;ENSP00000442181;ENSP00000252979;
ENSG00000167182	zf-C2H2	ENSP00000365931;
ENSG00000197779	zf-C2H2	ENSP00000366153;ENSP00000341151;
ENSG00000147117	zf-C2H2	ENSP00000366273;
ENSG00000119138	zf-C2H2	ENSP00000366330;
ENSG00000197935	zf-C2H2	ENSP00000366384;
ENSG00000189298	zf-C2H2	ENSP00000366465;ENSP00000341883;ENSP00000252211;
ENSG00000187626	zf-C2H2	ENSP00000366509;ENSP00000401978;
ENSG00000196812	zf-C2H2	ENSP00000366527;
ENSG00000197279	zf-C2H2	ENSP00000366542;
ENSG00000096654	zf-C2H2	ENSP00000366636;ENSP00000211936;
ENSG00000118922	zf-C2H2	ENSP00000366897;ENSP00000366894;
ENSG00000102554	zf-C2H2	ENSP00000366915;ENSP00000440407;
ENSG00000066827	zf-C2H2	ENSP00000367069;ENSP00000427831;ENSP00000394501;ENSP00000428483;ENSP00000427879;ENSP00000429091;ENSP00000429930;
ENSG00000204947	zf-C2H2	ENSP00000367300;
ENSG00000095951	zf-C2H2	ENSP00000368698;
ENSG00000124782	zf-C2H2	ENSP00000369270;ENSP00000420299;ENSP00000369265;ENSP00000335574;ENSP00000419511;ENSP00000420519;ENSP00000305560;
ENSG00000169957	zf-C2H2	ENSP00000369777;ENSP00000456527;
ENSG00000173068	zf-C2H2	ENSP00000370047;ENSP00000370041;ENSP00000370042;ENSP00000431516;ENSP00000408370;ENSP00000444640;
ENSG00000122034	zf-C2H2	ENSP00000370532;ENSP00000409175;ENSP00000389655;ENSP00000393050;
ENSG00000107249	zf-C2H2	ENSP00000371398;ENSP00000325494;
ENSG00000122386	zf-C2H2	ENSP00000371627;ENSP00000219091;ENSP00000460890;
ENSG00000067646	zf-C2H2	ENSP00000372525;ENSP00000402502;ENSP00000393908;ENSP00000155093;
ENSG00000169260	zf-C2H2	ENSP00000373151;
ENSG00000197385	zf-C2H2	ENSP00000373274;
ENSG00000011451	zf-C2H2	ENSP00000373933;ENSP00000445824;ENSP00000263381;ENSP00000469534;ENSP00000469022;
ENSG00000070476	zf-C2H2	ENSP00000374359;ENSP00000337694;ENSP00000426532;
ENSG00000236575	zf-C2H2	ENSP00000375416;
ENSG00000178935	zf-C2H2	ENSP00000375582;
ENSG00000131848	zf-C2H2	ENSP00000375593;ENSP00000254165;ENSP00000467631;ENSP00000466445;ENSP00000467238;
ENSG00000159915	zf-C2H2	ENSP00000375820;ENSP00000334957;
ENSG00000159885	zf-C2H2	ENSP00000375822;ENSP00000187879;
ENSG00000124444	zf-C2H2	ENSP00000375827;ENSP00000435463;ENSP00000435899;ENSP00000435934;ENSP00000436182;ENSP00000337852;
ENSG00000196437	zf-C2H2	ENSP00000375992;ENSP00000375993;ENSP00000466221;ENSP00000325018;
ENSG00000186017	zf-C2H2	ENSP00000376010;ENSP00000394207;ENSP00000415520;ENSP00000467764;ENSP00000401259;ENSP00000465343;
ENSG00000197841	zf-C2H2	ENSP00000376065;ENSP00000420727;ENSP00000419435;
ENSG00000196268	zf-C2H2	ENSP00000376110;ENSP00000347691;
ENSG00000196458	zf-C2H2	ENSP00000376135;ENSP00000353314;
ENSG00000048405	zf-C2H2	ENSP00000376989;ENSP00000265827;ENSP00000376988;
ENSG00000167377	zf-C2H2	ENSP00000377171;ENSP00000387673;ENSP00000395712;ENSP00000349796;ENSP00000462429;
ENSG00000197037	zf-C2H2	ENSP00000377708;ENSP00000262941;ENSP00000334800;
ENSG00000217236	zf-C2H2	ENSP00000378418;
ENSG00000197162	zf-C2H2	ENSP00000378642;ENSP00000420340;
ENSG00000175787	zf-C2H2	ENSP00000378792;
ENSG00000127081	zf-C2H2	ENSP00000378882;ENSP00000364645;ENSP00000378881;ENSP00000364646;
ENSG00000165388	zf-C2H2	ENSP00000379054;ENSP00000466536;
ENSG00000141040	zf-C2H2	ENSP00000379168;ENSP00000379169;
ENSG00000198105	zf-C2H2	ENSP00000379208;ENSP00000349882;
ENSG00000106571	zf-C2H2	ENSP00000379258;
ENSG00000186446	zf-C2H2	ENSP00000379363;
ENSG00000169981	zf-C2H2	ENSP00000379368;ENSP00000443714;
ENSG00000185219	zf-C2H2	ENSP00000379387;ENSP00000413073;
ENSG00000083828	zf-C2H2	ENSP00000379458;ENSP00000375583;
ENSG00000213762	zf-C2H2	ENSP00000379464;
ENSG00000198346	zf-C2H2	ENSP00000379684;
ENSG00000196417	zf-C2H2	ENSP00000379689;
ENSG00000197497	zf-C2H2	ENSP00000379702;ENSP00000469154;
ENSG00000166478	zf-C2H2	ENSP00000379847;ENSP00000379843;ENSP00000432154;ENSP00000299606;ENSP00000379849;
ENSG00000126746	zf-C2H2	ENSP00000380019;ENSP00000473311;ENSP00000348018;ENSP00000380017;ENSP00000321650;ENSP00000412911;ENSP00000399572;ENSP00000354592;ENSP00000380013;
ENSG00000019549	zf-C2H2	ENSP00000380034;ENSP00000020945;
ENSG00000140987	zf-C2H2	ENSP00000380061;ENSP00000391787;ENSP00000380057;ENSP00000302502;
ENSG00000147118	zf-C2H2	ENSP00000380165;ENSP00000366142;ENSP00000306351;
ENSG00000140265	zf-C2H2	ENSP00000380174;ENSP00000456883;ENSP00000380170;
ENSG00000164011	zf-C2H2	ENSP00000380237;ENSP00000361584;ENSP00000361580;ENSP00000361586;ENSP00000361582;ENSP00000361585;ENSP00000361581;
ENSG00000147124	zf-C2H2	ENSP00000380243;ENSP00000315173;ENSP00000366265;
ENSG00000213973	zf-C2H2	ENSP00000380293;ENSP00000472969;
ENSG00000196109	zf-C2H2	ENSP00000380310;
ENSG00000160321	zf-C2H2	ENSP00000380315;
ENSG00000242852	zf-C2H2	ENSP00000380840;
ENSG00000196605	zf-C2H2	ENSP00000380999;ENSP00000465467;ENSP00000467891;
ENSG00000139154	zf-C2H2	ENSP00000381840;ENSP00000354267;ENSP00000266508;ENSP00000437983;
ENSG00000005801	zf-C2H2	ENSP00000382511;ENSP00000344483;ENSP00000346613;ENSP00000431937;ENSP00000387998;ENSP00000435828;ENSP00000005082;
ENSG00000180626	zf-C2H2	ENSP00000382513;ENSP00000461032;
ENSG00000215343	zf-C2H2	ENSP00000382957;
ENSG00000215356	zf-C2H2	ENSP00000382987;ENSP00000411618;
ENSG00000215372	zf-C2H2	ENSP00000383020;ENSP00000445477;
ENSG00000185252	zf-C2H2	ENSP00000383301;ENSP00000385855;ENSP00000349098;
ENSG00000196172	zf-C2H2	ENSP00000384000;ENSP00000378783;
ENSG00000061455	zf-C2H2	ENSP00000384725;
ENSG00000176083	zf-C2H2	ENSP00000384782;ENSP00000388792;ENSP00000344095;ENSP00000363320;
ENSG00000180884	zf-C2H2	ENSP00000385099;ENSP00000474130;
ENSG00000204920	zf-C2H2	ENSP00000385163;ENSP00000270014;ENSP00000465691;
ENSG00000164631	zf-C2H2	ENSP00000385939;ENSP00000344745;ENSP00000384405;
ENSG00000172888	zf-C2H2	ENSP00000386051;ENSP00000413236;ENSP00000340841;
ENSG00000221994	zf-C2H2	ENSP00000386393;ENSP00000354683;ENSP00000393163;
ENSG00000243660	zf-C2H2	ENSP00000388421;
ENSG00000198440	zf-C2H2	ENSP00000388502;ENSP00000291598;
ENSG00000105136	zf-C2H2	ENSP00000388864;ENSP00000390916;ENSP00000346136;ENSP00000414709;ENSP00000299860;ENSP00000221735;ENSP00000392129;
ENSG00000230797	zf-C2H2	ENSP00000389381;
ENSG00000178917	zf-C2H2	ENSP00000389841;
ENSG00000189164	zf-C2H2	ENSP00000390179;
ENSG00000074047	zf-C2H2	ENSP00000390436;ENSP00000312694;ENSP00000354586;
ENSG00000171163	zf-C2H2	ENSP00000391200;ENSP00000431582;ENSP00000355425;ENSP00000390044;ENSP00000305483;ENSP00000355427;ENSP00000433522;
ENSG00000128000	zf-C2H2	ENSP00000391641;ENSP00000221355;
ENSG00000223547	zf-C2H2	ENSP00000392024;ENSP00000448588;
ENSG00000167635	zf-C2H2	ENSP00000392095;ENSP00000400391;
ENSG00000147789	zf-C2H2	ENSP00000393260;ENSP00000439424;ENSP00000432724;ENSP00000320627;
ENSG00000218497	zf-C2H2	ENSP00000394086;
ENSG00000182111	zf-C2H2	ENSP00000394248;
ENSG00000257591	zf-C2H2	ENSP00000394380;ENSP00000438436;ENSP00000347977;
ENSG00000227858	zf-C2H2	ENSP00000394744;
ENSG00000101493	zf-C2H2	ENSP00000394757;ENSP00000446211;
ENSG00000181220	zf-C2H2	ENSP00000395007;ENSP00000345140;
ENSG00000196345	zf-C2H2	ENSP00000395524;ENSP00000405034;ENSP00000273320;
ENSG00000224689	zf-C2H2	ENSP00000395629;
ENSG00000237440	zf-C2H2	ENSP00000395733;ENSP00000471784;
ENSG00000089335	zf-C2H2	ENSP00000396379;ENSP00000421028;ENSP00000391067;ENSP00000405219;
ENSG00000170954	zf-C2H2	ENSP00000396492;ENSP00000439435;ENSP00000395055;ENSP00000472911;ENSP00000243643;ENSP00000414601;ENSP00000388787;
ENSG00000143067	zf-C2H2	ENSP00000396857;
ENSG00000145908	zf-C2H2	ENSP00000397178;ENSP00000392593;ENSP00000377773;ENSP00000274599;
ENSG00000198538	zf-C2H2	ENSP00000397693;ENSP00000444965;ENSP00000353410;ENSP00000375661;ENSP00000412143;
ENSG00000233831	zf-C2H2	ENSP00000398440;
ENSG00000225351	zf-C2H2	ENSP00000398983;
ENSG00000235178	zf-C2H2	ENSP00000399157;
ENSG00000187801	zf-C2H2	ENSP00000399664;ENSP00000354547;
ENSG00000234444	zf-C2H2	ENSP00000400852;ENSP00000347210;
ENSG00000125846	zf-C2H2	ENSP00000400897;ENSP00000439427;ENSP00000442978;ENSP00000385279;ENSP00000383945;ENSP00000366899;ENSP00000346090;
ENSG00000131845	zf-C2H2	ENSP00000401642;ENSP00000375586;ENSP00000470319;ENSP00000282286;
ENSG00000178386	zf-C2H2	ENSP00000401947;ENSP00000467647;
ENSG00000189180	zf-C2H2	ENSP00000402467;ENSP00000304268;ENSP00000387713;ENSP00000363747;
ENSG00000198315	zf-C2H2	ENSP00000402948;ENSP00000332750;
ENSG00000198429	zf-C2H2	ENSP00000402985;
ENSG00000167394	zf-C2H2	ENSP00000403975;ENSP00000440149;ENSP00000441349;ENSP00000300849;ENSP00000416853;ENSP00000442573;ENSP00000378434;
ENSG00000137185	zf-C2H2	ENSP00000404074;ENSP00000436166;ENSP00000252207;ENSP00000433402;
ENSG00000196826	zf-C2H2	ENSP00000404127;
ENSG00000235589	zf-C2H2	ENSP00000405154;
ENSG00000170100	zf-C2H2	ENSP00000405289;ENSP00000305203;
ENSG00000152475	zf-C2H2	ENSP00000405699;ENSP00000471478;
ENSG00000010539	zf-C2H2	ENSP00000405786;ENSP00000380080;ENSP00000395723;ENSP00000458508;ENSP00000380077;ENSP00000380079;
ENSG00000221923	zf-C2H2	ENSP00000406318;
ENSG00000196653	zf-C2H2	ENSP00000406469;ENSP00000397390;ENSP00000296091;
ENSG00000196724	zf-C2H2	ENSP00000407039;ENSP00000468968;ENSP00000379451;ENSP00000471652;
ENSG00000119725	zf-C2H2	ENSP00000407130;ENSP00000451748;ENSP00000451763;ENSP00000323293;ENSP00000334170;ENSP00000442228;
ENSG00000115568	zf-C2H2	ENSP00000408643;ENSP00000398798;
ENSG00000164651	zf-C2H2	ENSP00000408792;ENSP00000354482;
ENSG00000159882	zf-C2H2	ENSP00000409318;
ENSG00000139651	zf-C2H2	ENSP00000409463;
ENSG00000227124	zf-C2H2	ENSP00000409514;ENSP00000419377;ENSP00000383643;
ENSG00000176371	zf-C2H2	ENSP00000410198;ENSP00000325123;ENSP00000445451;ENSP00000351257;ENSP00000441855;
ENSG00000213988	zf-C2H2	ENSP00000410466;
ENSG00000204514	zf-C2H2	ENSP00000410545;
ENSG00000171466	zf-C2H2	ENSP00000410734;ENSP00000411784;ENSP00000445816;ENSP00000442614;ENSP00000464716;ENSP00000293648;ENSP00000440451;
ENSG00000204946	zf-C2H2	ENSP00000410890;
ENSG00000186026	zf-C2H2	ENSP00000411032;
ENSG00000163067	zf-C2H2	ENSP00000411051;ENSP00000406017;ENSP00000381178;ENSP00000295210;ENSP00000345392;
ENSG00000196466	zf-C2H2	ENSP00000411084;ENSP00000415278;
ENSG00000063587	zf-C2H2	ENSP00000411097;ENSP00000398977;ENSP00000359271;ENSP00000359269;
ENSG00000128610	zf-C2H2	ENSP00000411145;ENSP00000332777;ENSP00000392727;
ENSG00000204524	zf-C2H2	ENSP00000412999;ENSP00000365414;ENSP00000440067;
ENSG00000196081	zf-C2H2	ENSP00000413411;
ENSG00000229676	zf-C2H2	ENSP00000413660;
ENSG00000235109	zf-C2H2	ENSP00000413705;ENSP00000345339;ENSP00000380050;ENSP00000390076;ENSP00000391235;ENSP00000402937;ENSP00000407529;
ENSG00000176472	zf-C2H2	ENSP00000413956;ENSP00000471083;ENSP00000472578;ENSP00000315870;
ENSG00000164920	zf-C2H2	ENSP00000414657;ENSP00000402862;ENSP00000297565;ENSP00000429910;ENSP00000430074;ENSP00000430780;ENSP00000430041;
ENSG00000234284	zf-C2H2	ENSP00000414887;
ENSG00000141956	zf-C2H2	ENSP00000415471;ENSP00000269844;ENSP00000431410;ENSP00000390245;ENSP00000396943;ENSP00000387958;ENSP00000408592;ENSP00000444044;ENSP00000381556;
ENSG00000124092	zf-C2H2	ENSP00000415579;ENSP00000476398;ENSP00000476718;ENSP00000403369;ENSP00000477488;ENSP00000243914;ENSP00000399061;ENSP00000477412;ENSP00000476458;ENSP00000477165;ENSP00000415329;ENSP00000413713;ENSP00000360239;ENSP00000392034;ENSP00000439998;ENSP00000476783;ENSP00000476577;ENSP00000437999;ENSP00000409344;
ENSG00000223687	zf-C2H2	ENSP00000415772;
ENSG00000186777	zf-C2H2	ENSP00000415774;
ENSG00000158805	zf-C2H2	ENSP00000415836;ENSP00000289816;ENSP00000415999;
ENSG00000178665	zf-C2H2	ENSP00000416662;
ENSG00000197123	zf-C2H2	ENSP00000416809;ENSP00000255746;
ENSG00000214022	zf-C2H2	ENSP00000417291;ENSP00000428562;ENSP00000419789;ENSP00000407714;ENSP00000419872;ENSP00000445016;ENSP00000388287;ENSP00000380451;
ENSG00000102349	zf-C2H2	ENSP00000417303;
ENSG00000198464	zf-C2H2	ENSP00000417424;ENSP00000334164;ENSP00000471754;ENSP00000335670;
ENSG00000197362	zf-C2H2	ENSP00000417470;ENSP00000404984;ENSP00000313516;
ENSG00000203326	zf-C2H2	ENSP00000417696;ENSP00000419136;ENSP00000408929;
ENSG00000121864	zf-C2H2	ENSP00000417740;ENSP00000418766;ENSP00000325634;ENSP00000419650;
ENSG00000085276	zf-C2H2	ENSP00000417899;ENSP00000420072;ENSP00000376493;ENSP00000417506;ENSP00000417299;ENSP00000420048;ENSP00000394302;ENSP00000419770;ENSP00000420466;ENSP00000419757;ENSP00000419995;ENSP00000264674;ENSP00000417922;
ENSG00000204644	zf-C2H2	ENSP00000418259;ENSP00000366080;ENSP00000366078;
ENSG00000153266	zf-C2H2	ENSP00000418589;ENSP00000418804;ENSP00000283268;
ENSG00000198039	zf-C2H2	ENSP00000418719;ENSP00000324518;
ENSG00000181315	zf-C2H2	ENSP00000418897;ENSP00000419728;
ENSG00000197343	zf-C2H2	ENSP00000419135;ENSP00000377718;ENSP00000393876;ENSP00000252713;
ENSG00000196597	zf-C2H2	ENSP00000419397;ENSP00000440624;ENSP00000418686;
ENSG00000067082	zf-C2H2	ENSP00000419923;
ENSG00000179909	zf-C2H2	ENSP00000421258;ENSP00000469633;ENSP00000442370;
ENSG00000151612	zf-C2H2	ENSP00000421863;ENSP00000423130;ENSP00000368761;ENSP00000424541;
ENSG00000171161	zf-C2H2	ENSP00000421915;ENSP00000427021;ENSP00000426199;
ENSG00000196670	zf-C2H2	ENSP00000423820;ENSP00000352053;ENSP00000422987;ENSP00000426193;
ENSG00000152784	zf-C2H2	ENSP00000423985;ENSP00000406998;ENSP00000339764;
ENSG00000179059	zf-C2H2	ENSP00000424662;ENSP00000317686;
ENSG00000185869	zf-C2H2	ENSP00000428679;ENSP00000429266;
ENSG00000182903	zf-C2H2	ENSP00000428878;ENSP00000340524;
ENSG00000264668	zf-C2H2	ENSP00000428966;
ENSG00000251192	zf-C2H2	ENSP00000429148;ENSP00000428248;
ENSG00000254004	zf-C2H2	ENSP00000429803;ENSP00000465834;ENSP00000464964;ENSP00000467219;
ENSG00000181638	zf-C2H2	ENSP00000430465;ENSP00000327427;
ENSG00000177873	zf-C2H2	ENSP00000430705;ENSP00000397232;ENSP00000388710;ENSP00000411132;ENSP00000322529;ENSP00000428004;ENSP00000398024;
ENSG00000250571	zf-C2H2	ENSP00000430987;ENSP00000345024;
ENSG00000181007	zf-C2H2	ENSP00000431265;ENSP00000446080;
ENSG00000245680	zf-C2H2	ENSP00000433773;ENSP00000436774;ENSP00000442139;
ENSG00000197363	zf-C2H2	ENSP00000435166;ENSP00000436103;ENSP00000353058;ENSP00000432025;
ENSG00000204532	zf-C2H2	ENSP00000435234;ENSP00000365443;
ENSG00000174963	zf-C2H2	ENSP00000435509;ENSP00000420775;ENSP00000418277;ENSP00000420627;ENSP00000372553;ENSP00000397695;ENSP00000417855;
ENSG00000214029	zf-C2H2	ENSP00000437590;ENSP00000380480;
ENSG00000167528	zf-C2H2	ENSP00000437832;ENSP00000449974;ENSP00000301042;ENSP00000394627;
ENSG00000197054	zf-C2H2	ENSP00000438117;ENSP00000402017;ENSP00000446166;ENSP00000369774;
ENSG00000197024	zf-C2H2	ENSP00000439340;ENSP00000419391;ENSP00000389972;ENSP00000416751;ENSP00000338984;ENSP00000418564;ENSP00000420418;
ENSG00000124496	zf-C2H2	ENSP00000439689;ENSP00000346285;ENSP00000362013;
ENSG00000129911	zf-C2H2	ENSP00000439973;ENSP00000250916;
ENSG00000196418	zf-C2H2	ENSP00000440365;ENSP00000340749;
ENSG00000181450	zf-C2H2	ENSP00000440403;ENSP00000344828;ENSP00000394651;
ENSG00000197302	zf-C2H2	ENSP00000440701;
ENSG00000005889	zf-C2H2	ENSP00000441382;ENSP00000368475;ENSP00000438233;ENSP00000368486;ENSP00000343384;ENSP00000304985;
ENSG00000179195	zf-C2H2	ENSP00000441405;ENSP00000337320;ENSP00000440645;ENSP00000376205;
ENSG00000176293	zf-C2H2	ENSP00000441410;ENSP00000427691;ENSP00000369437;ENSP00000422074;ENSP00000444828;ENSP00000321406;
ENSG00000168813	zf-C2H2	ENSP00000441549;ENSP00000312277;ENSP00000348162;
ENSG00000256463	zf-C2H2	ENSP00000441823;ENSP00000439975;ENSP00000461451;ENSP00000458360;
ENSG00000189042	zf-C2H2	ENSP00000441838;ENSP00000353957;ENSP00000467712;ENSP00000467379;ENSP00000376003;
ENSG00000062370	zf-C2H2	ENSP00000441990;ENSP00000337081;ENSP00000346305;
ENSG00000198580	zf-C2H2	ENSP00000441995;ENSP00000400386;ENSP00000407971;ENSP00000443615;ENSP00000404871;
ENSG00000170374	zf-C2H2	ENSP00000443827;ENSP00000441367;ENSP00000302812;
ENSG00000090612	zf-C2H2	ENSP00000444412;ENSP00000445713;ENSP00000228289;
ENSG00000127903	zf-C2H2	ENSP00000444747;
ENSG00000083812	zf-C2H2	ENSP00000444812;ENSP00000196482;ENSP00000439588;ENSP00000471778;
ENSG00000270011	zf-C2H2	ENSP00000445323;
ENSG00000198040	zf-C2H2	ENSP00000445549;ENSP00000437949;ENSP00000331465;ENSP00000376133;
ENSG00000135625	zf-C2H2	ENSP00000445626;ENSP00000419687;
ENSG00000183309	zf-C2H2	ENSP00000445979;ENSP00000435232;ENSP00000411139;
ENSG00000160094	zf-C2H2	ENSP00000446335;ENSP00000362527;
ENSG00000223852	zf-C2H2	ENSP00000446798;ENSP00000398086;ENSP00000447492;
ENSG00000234669	zf-C2H2	ENSP00000447495;ENSP00000448279;ENSP00000394222;ENSP00000449556;
ENSG00000257482	zf-C2H2	ENSP00000447987;
ENSG00000206510	zf-C2H2	ENSP00000448351;ENSP00000373124;ENSP00000448634;
ENSG00000226858	zf-C2H2	ENSP00000449230;ENSP00000412932;ENSP00000447698;
ENSG00000232099	zf-C2H2	ENSP00000449407;ENSP00000446541;ENSP00000409118;
ENSG00000223858	zf-C2H2	ENSP00000450279;ENSP00000450397;ENSP00000396462;
ENSG00000136866	zf-C2H2	ENSP00000452552;ENSP00000363344;ENSP00000451310;
ENSG00000169554	zf-C2H2	ENSP00000454157;ENSP00000386854;ENSP00000395496;ENSP00000394777;ENSP00000376601;ENSP00000302501;ENSP00000443792;
ENSG00000261459	zf-C2H2	ENSP00000454241;
ENSG00000102935	zf-C2H2	ENSP00000455426;ENSP00000455061;ENSP00000457664;ENSP00000457928;ENSP00000442321;ENSP00000455588;ENSP00000262383;
ENSG00000236609	zf-C2H2	ENSP00000455585;
ENSG00000261678	zf-C2H2	ENSP00000455711;
ENSG00000255073	zf-C2H2	ENSP00000455911;ENSP00000457288;
ENSG00000261516	zf-C2H2	ENSP00000455926;ENSP00000454378;ENSP00000457652;
ENSG00000260513	zf-C2H2	ENSP00000456112;
ENSG00000225614	zf-C2H2	ENSP00000456500;ENSP00000402343;
ENSG00000260355	zf-C2H2	ENSP00000456684;
ENSG00000184517	zf-C2H2	ENSP00000457044;ENSP00000377080;ENSP00000333192;
ENSG00000169955	zf-C2H2	ENSP00000457274;ENSP00000441702;
ENSG00000261221	zf-C2H2	ENSP00000457715;
ENSG00000261352	zf-C2H2	ENSP00000458013;
ENSG00000255104	zf-C2H2	ENSP00000458062;ENSP00000408168;
ENSG00000262578	zf-C2H2	ENSP00000458968;ENSP00000477377;
ENSG00000263255	zf-C2H2	ENSP00000459013;
ENSG00000258405	zf-C2H2	ENSP00000459216;
ENSG00000162086	zf-C2H2	ENSP00000459566;
ENSG00000262562	zf-C2H2	ENSP00000459635;
ENSG00000085644	zf-C2H2	ENSP00000460157;ENSP00000403892;ENSP00000459177;ENSP00000380087;ENSP00000459293;
ENSG00000262037	zf-C2H2	ENSP00000460325;
ENSG00000262942	zf-C2H2	ENSP00000460377;
ENSG00000103343	zf-C2H2	ENSP00000460397;ENSP00000268655;
ENSG00000184939	zf-C2H2	ENSP00000460547;ENSP00000454418;ENSP00000381304;
ENSG00000262249	zf-C2H2	ENSP00000460919;
ENSG00000263310	zf-C2H2	ENSP00000461114;ENSP00000460555;ENSP00000460356;
ENSG00000249459	zf-C2H2	ENSP00000461413;
ENSG00000160229	zf-C2H2	ENSP00000461425;ENSP00000459573;
ENSG00000262022	zf-C2H2	ENSP00000461668;
ENSG00000189420	zf-C2H2	ENSP00000462054;
ENSG00000265763	zf-C2H2	ENSP00000462269;ENSP00000468133;
ENSG00000136451	zf-C2H2	ENSP00000462337;ENSP00000258963;ENSP00000464687;
ENSG00000266265	zf-C2H2	ENSP00000463287;
ENSG00000154957	zf-C2H2	ENSP00000463471;ENSP00000315664;ENSP00000462383;ENSP00000391376;
ENSG00000187607	zf-C2H2	ENSP00000464063;ENSP00000397163;ENSP00000464218;ENSP00000466154;
ENSG00000179981	zf-C2H2	ENSP00000464391;ENSP00000323584;
ENSG00000267508	zf-C2H2	ENSP00000464788;ENSP00000439431;ENSP00000333595;
ENSG00000175322	zf-C2H2	ENSP00000464872;
ENSG00000267041	zf-C2H2	ENSP00000464976;
ENSG00000263002	zf-C2H2	ENSP00000465011;ENSP00000400878;
ENSG00000189144	zf-C2H2	ENSP00000465020;ENSP00000349861;ENSP00000375983;ENSP00000440464;ENSP00000340171;
ENSG00000167380	zf-C2H2	ENSP00000465121;ENSP00000393265;ENSP00000336719;
ENSG00000251247	zf-C2H2	ENSP00000465431;ENSP00000331120;ENSP00000431202;ENSP00000431216;ENSP00000465851;
ENSG00000186020	zf-C2H2	ENSP00000465578;ENSP00000468594;ENSP00000465917;ENSP00000334695;
ENSG00000262928	zf-C2H2	ENSP00000465732;ENSP00000471644;ENSP00000470003;ENSP00000470376;
ENSG00000171425	zf-C2H2	ENSP00000466047;ENSP00000466564;ENSP00000466338;ENSP00000270451;
ENSG00000176222	zf-C2H2	ENSP00000466051;ENSP00000319479;
ENSG00000197213	zf-C2H2	ENSP00000466072;ENSP00000351883;
ENSG00000188283	zf-C2H2	ENSP00000466101;ENSP00000464871;ENSP00000340132;
ENSG00000171817	zf-C2H2	ENSP00000466274;ENSP00000343768;ENSP00000324598;ENSP00000465503;ENSP00000467118;
ENSG00000186496	zf-C2H2	ENSP00000466500;ENSP00000302310;
ENSG00000167383	zf-C2H2	ENSP00000466519;ENSP00000291187;
ENSG00000267022	zf-C2H2	ENSP00000467018;
ENSG00000174652	zf-C2H2	ENSP00000467151;ENSP00000355047;ENSP00000467315;ENSP00000468491;ENSP00000466714;ENSP00000467403;ENSP00000354680;
ENSG00000171827	zf-C2H2	ENSP00000467218;ENSP00000373453;ENSP00000331540;
ENSG00000267179	zf-C2H2	ENSP00000467286;
ENSG00000159905	zf-C2H2	ENSP00000467367;ENSP00000467446;ENSP00000251269;
ENSG00000180479	zf-C2H2	ENSP00000467572;ENSP00000333660;ENSP00000392638;ENSP00000351594;
ENSG00000196110	zf-C2H2	ENSP00000467723;ENSP00000311596;
ENSG00000197808	zf-C2H2	ENSP00000467931;ENSP00000353515;
ENSG00000081665	zf-C2H2	ENSP00000468150;ENSP00000440625;ENSP00000393835;ENSP00000408892;ENSP00000468206;
ENSG00000188321	zf-C2H2	ENSP00000468153;ENSP00000474760;ENSP00000474719;ENSP00000442832;ENSP00000377461;
ENSG00000188629	zf-C2H2	ENSP00000468531;ENSP00000415070;ENSP00000341497;ENSP00000473346;
ENSG00000188227	zf-C2H2	ENSP00000468605;ENSP00000444355;ENSP00000396402;
ENSG00000197961	zf-C2H2	ENSP00000468643;ENSP00000326967;
ENSG00000256771	zf-C2H2	ENSP00000468720;ENSP00000347868;ENSP00000467235;
ENSG00000196214	zf-C2H2	ENSP00000468950;ENSP00000409652;ENSP00000352005;
ENSG00000269594	zf-C2H2	ENSP00000469002;ENSP00000472283;
ENSG00000269327	zf-C2H2	ENSP00000469080;
ENSG00000269523	zf-C2H2	ENSP00000469213;
ENSG00000197928	zf-C2H2	ENSP00000469391;ENSP00000334394;
ENSG00000196350	zf-C2H2	ENSP00000469582;ENSP00000350085;
ENSG00000197483	zf-C2H2	ENSP00000469591;ENSP00000465905;ENSP00000375598;
ENSG00000269343	zf-C2H2	ENSP00000469623;ENSP00000392410;ENSP00000472004;
